Gew_Nr,Gew_Name,l_total ,l_offen,l_offiziell_eingedolt,l_inoff_eingedolt,mögliche Ausdolung,Parzellen,Ausdolungspotenzial,Bemerkung,Foto im Bericht,Link zu GeoView BL,Informationsblatt,Eigentümer,Bewirtschafter,Gemeinde,Bezirk
48.31,Wolflochbächli,370,250,120,> 100,260,,5,"Ausdolung entlang Weg zwischen Parz. 1203 und 1204/206 mit grossem Potential (zahlreiche seitliche Drainagen, oft Überschwemmungen)",48.31,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
48.108,Wasseracherbächli,350,340,10,,,,0,, -,,,,,Oltingen,Sissach
48.143,Riedmattbächli,230,220,10,,,,0,, -,,,,,Oltingen,Sissach
48.151,Hinteres Almetbächli,50,50,0,,,,0,, -,,,,,Oltingen,Sissach
48.152,Dalcherbächli,10,10,0,,150,,4,Hauptdrainagen auf Parzelle 1247,48.152,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
48.201,Bilisingenbächli,390,390,,> 150,90 + 90,,4,"eingedoltes Zwischenstück im mittleren Abschnitt bis zur Strasse mit gutem Potenzial; Ausdolung des Unterlaufs auf ca. 270 m Länge erfolgte 2007 im Rahmen eines ""Gummistiefelland""-Projektes",48.201,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
48.202,Bruggacherbächli,1060,200,860,,150 + 250,,5,"unterer Abschnitt in Weide und Südostast entlang Strasse mit gutem Potzenzial, mittlerer Abschnitt in Ackerland; Mündung in Ergolz wurde vor kurzem ausgedolt",48.202,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
48.203,Emdmattbächli,600,470,130,,90 + 200,,?,Ausdolung kurzer Mittelabschnitt (GW-Schutzzone S 2??) und Oberlauf prüfen,48.203,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
48.204,Chilchrainbächli,170,100,70,,,,0,, -,,,,,Oltingen,Sissach
48.205,Mülibächli (privat),210,20,190,,,,0,, -,,,,,Oltingen,Sissach
48.206,Oltschürbächli,760,680,80,,,,0,"Weiher und rund 225 m offene Bachläufe beim Südast wurden 2010 im Rahmen eines ""Gummistiefelland""-Projektes erstellt", -,Link,,,,Oltingen,Sissach
56.04,Ergolz,3710,3710,0,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Rothenfluh,Sissach
,"Grosse Drainagesysteme (Nr. 1-5) südlich der Ergolz (Hofacher, Dälletsacher, Im Sor)",,,,> 1000,> 500,,4,offene Gerinne entlang der Wegparzellen 2161 und 1282 oder von Parzellengrenzen könnten zumindest einen Teilstrom aus den verschiedenen Drainagesystemen aufnehmen und eine wesentliche Aufwertung der stark ausgeräumten Landschaftskammer bringen (im Rahmen der geplanten Melioration prüfen),S. 6,Link,Rothenfluh_Eindolungen_Bericht,,,Rothenfluh,Sissach
56.153,Chörberbächli,560,550,10,,,,0,, -,,,,,Rothenfluh,Sissach
56.201,Dübach,3600,3220,380,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel), -,,,,,Rothenfluh,Sissach
,Grosse Drainagesysteme (Nr. 11 - 14) nördlich des Dübach,,,,> 1000,> 500,,5,offene Gerinne entlang der Wegparzellen 1189 und 590 (auf Siegfriedkarte als Bäche verzeichnet) könnten zumindest einen Teilstrom aus den verschiedenen Drainagesystemen aufnehmen und eine wesentliche Aufwertung der Landschaftskammer bringen (im Rahmen der geplanten Melioration prüfen),S. 7,Link,Rothenfluh_Eindolungen_Bericht,,,Rothenfluh,Sissach
56.202,Üblisgrundbächli,270,260,10,,,,0,, -,,,,,Rothenfluh,Sissach
56.203,Handlauberbächli,290,280,10,,,,0,, -,,,,,Rothenfluh,Sissach
56.204,Isletenbächli,850,250,600,,380,,5,offene Bachführung im unteren Abschnitt entlang der Wegparzellen 1303 würde eine wesentliche Aufwertung der Landschaftskammer bringen (im Rahmen der geplanten Melioration prüfen),56.204,Link,Rothenfluh_Eindolungen_Bericht,,,Rothenfluh,Sissach
56.205,Lenenbächli (Lähnenbächli),2730,2140,590,,,,4,"der im Gewässerverzeichnis 1998 verzeichnete E-NE-Ast (eingedolt) ist im GeoView nur als Drainagesystem erfasst, dagegen ist der bereits offen fliessende Abschnitt im Drainagesystem Zil nicht als Gewässer dargestellt -> gutes Potenzial für weitere Bachöffnung ",56.205,Link,Rothenfluh_Eindolungen_Bericht,,,Rothenfluh,Sissach
,Langmattbächli,140,140,,,,,0,"2014 wurden im Rahmen eines ""Gummistiefelland""-Projektes rund 140 m Drainagen geöffnet, die nun als Langmattbächli das Gewässernetz am Lähnenbächli erweitern", -,Link,,,,Rothenfluh,Sissach
,Lörbächli,120,120,,,,,0,"2013 wurden im Rahmen eines ""Gummistiefelland""-Projektes rund 120 m Drainagen geöffnet, die nun als Lörbächli das Gewässernetz am Lähnenbächli erweitern", -,Link,,,,Rothenfluh,Sissach
56.206,Mülistettbächli,460,450,10,,,,0,, -,,,,,Rothenfluh,Sissach
56.207,Odentalbächli,670,260,410,,300,,4,"offene Bachführung am Fuss der Magerweide oberhalb des Hofes wäre wertvoll, Tal wurde seinerzeit mit Aushubdeponie für landwirtschaftliche Nutzung aufgewertet",56.207,Link,Rothenfluh_Eindolungen_Bericht,,,Rothenfluh,Sissach
61.04,Ergolz,2680,2680,0,,,,0,, -,,,,,Sissach,Sissach
61.09,Diegterbach,1280,1280,0,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel), -,,,,,Sissach,Sissach
61.10,Homburgerbach,100,100,0,,,,0,, -,,,,,Sissach,Sissach
61.82,Atlistenbächli,1110,950,160,,,,0,, -,,,,,Sissach,Sissach
61.141,Weiermattbächli,130,80?,50?,,,,0,80 m zwischen Weiermattweg und Ergolz wurden 2013 vom Wasserbau ausgedolt, -,Link,,,,Sissach,Sissach
61.201,Böschmattbächli,300,190,110,,> 200,,4,"Eindolung im Siedlungsgebiet, anschliessendes Drainagesystem entlang Bauzonengrenze bis zu den Intensivobstkulturen für Ausdolung geeignet. ", -,Link,,,,Sissach,Sissach
61.202,Brunnmattbächli,1200,1160,40,,,,0,, -,,,,,Sissach,Sissach
61.203,Grimstenbächli,950,920,30,,,,0,, -,,,,,Sissach,Sissach
61.204,Iktenbächli,1800,1600,200,,> 200,,4,im Oberlauf Ausdolung prüfen und Drainagesystem im Weideland einbeziehen,61.204,Link,Sissach_Eindolungen_Bericht,,,Sissach,Sissach
61.205,Isletenbächli,1700,1090,610,,50,,0,"Hauptabschnitte der Eindolung im Siedlungsgebiet und im Bereich von Intensivobstanlagen, kurzer Abschnitt unterhalb Hof Isleten entlang Weg wurde ausgedolt", -,Link,,,,Sissach,Sissach
61.206,Reuslibächli,1010,440,570,,,,0,Eindolung im Siedlungsgebiet; Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel), -,,,,,Sissach,Sissach
61.207,Riedlisbächli,590,130,460,,0,,0,"Eindolung unter Deponie Strickrain, Speisung primär durch unterirdische Hangwasserzuflüsse", -,,,,,Sissach,Sissach
61.208,Tannenbrunnenbächli,320,30,290,,,,0,Eindolung im Ebenrainpark, -,,,,,Sissach,Sissach
61.209,Tannenriedbächli,930,220,710,,520,,0,Im Offenland meist kein Wasser; Verlauf der Eindolung gemäss GeoView unklar (im Drainagesystem?),61.209,Link,Sissach_Eindolungen_Bericht,,,Sissach,Sissach
61.210,Zeglibächli,400,70,330,,> 250,,4,,61.210,Link,Sissach_Eindolungen_Bericht,,,Sissach,Sissach
1.02,Birs,3010,3010,0,,,,0,Revitalisierung von Abschnitt 11-12 REP Birs gemäss Wasserbaukonzept, -,,,,,Aesch,Arlesheim
1.21,Chlusbach,2510,1820,690,,,,0,, -,,,,,Aesch,Arlesheim
,Drainagesysteme südlich Chlusbach im Gebiet Brunnmatt,,,,,je > 200 m,,2,"Fruchtfolgeflächen mit intensiver Ackerbaunutzung; im Normalfall vermutlich nur geringe Wasserführung, da Drainagen nur beschränktes Einzugsgebiet entwässern, allenfalls offene Führung entlang den benachbarten Feldwegen denkbar",1.21,Plan-link,Aesch_Eindolungen_Bericht,,,Aesch,Arlesheim
1.22,Leimattbach,180,160,20,,,,0,, -,,,,,Aesch,Arlesheim
1.51,Lolibach,300,0,300,,,,4,Ausdohlung entlang Fussweg von Bahndamm bis zur Birs denkbar, -,Plan-link,,,,Aesch,Arlesheim
1.201,Erlengrabenbach,2210,400,1810,,820,269,4,Obererer und mittlerer Abschnitt der Eindolung; in der Talachse z.T. zu geringe Überdeckung für einwandfreie landwirtschaftliche Nutzung,1.201,Plan-link,Aesch_Eindolungen_Bericht,Christoph Merian Stiftung,,Aesch,Arlesheim
,,,,,,,244,,, -,,,Christoph Merian Stiftung,,Aesch,Arlesheim
,,,,,,,250,2,"unterer Abschnitt der Eindolung; weitgehend entlang Kantonsstrasse Aesch - Ettingen, tangiert zahlreiche Parzellen mit intensiver Nutzung", -,,,Bad Schauenburg AG,,Aesch,Arlesheim
,,,,,,,241,,, -,,,Hansruedi Gschwind,,Aesch,Arlesheim
,,,,,,,3457,,, -,,,Leonhard Henner,,Aesch,Arlesheim
,,,,,,,236,,, -,,,Einf. Gesellschaft OR 530,,Aesch,Arlesheim
,Drainagesysteme südwestlich und südlich des Erlengabenbachs im Gebiet Chornschwerzi und Lochmatt,,,,,> 300,,2,"Fruchtfolgeflächen mit intensiver Ackerbaunutzung; im Normalfall vermutlich nur geringe Wasserführung, da Drainagen nur beschränktes Einzugsgebiet entwässern,",1.201,Plan-link,Aesch_Eindolungen_Bericht,,,Aesch,Arlesheim
,Drainagesystem südlich des Erlengabenbachs im Gebiet Lochmatt West,,,,,> 300,,2,"Fruchtfolgeflächen mit intensiver Ackerbaunutzung; im Normalfall vermutlich nur geringe Wasserführung, da Drainagen nur beschränktes Einzugsgebiet entwässern,",1.201,Plan-link,Aesch_Eindolungen_Bericht,,,Aesch,Arlesheim
,Eindolung zwischen den Versickerungsweihern 1.434 und 1.438 (Butthollen),,,,,> 300,,1,"keine Wasserführung, trotz gutem Zufluss in Weiher 1.434; intensiv genutztes Kulturland", -,Plan-link,,,,Aesch,Arlesheim
,Drainagesystem zwischen Versickerungsweiher 1.438 (Butthollen) und Schlatthof,,,,,> 500,,4,"Fruchtfolgeflächen mit intensiver Ackerbaunutzung; im Normalfall vermutlich nur geringe Wasserführung, da Drainagen nur beschränktes Einzugsgebiet entwässern,",1.201,Plan-link,Aesch_Eindolungen_Bericht,,,Aesch,Arlesheim
,Drainagesysteme in südwestlicher Verlängerung des Erlenbachs (54.201 Reinach) im Gebiet Hinter Schlatt,,,,,> 500,,3,Fruchtfolgeflächen mit intensiver Ackerbaunutzung; im unteren Abschnitt wurde bereits Hecke entlang Parzellengrenze angelegt,54.201,Plan-link,Aesch_Eindolungen_Bericht,,,Aesch,Arlesheim
2.23,Dorenbach,2880,2830,50,,,,0,, -,,,,,Allschwil,Arlesheim
,Drainagesystem Tiefbrunn nordwestlich Oberlauf,,,,,> 700,,2,"Fruchtfolgefläche mit intensiver Nutzung, Wasserführung vermutlich nur nach nassen Perioden, da kleines Einzugsgebiet",2.23,Plan-link,Allschwil_Eindolungen_Bericht,,,Allschwil,Arlesheim
2.24,Lörzbach,560,560,0,,,,0,, -,,,,,Allschwil,Arlesheim
2.25,Dorfbach,2130,1550,580,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Allschwil,Arlesheim
2.95,Mülibach,2980,2700,280,,,,0,Aufwertung gemäss Richtplan vorgesehen, -,,,,,Allschwil,Arlesheim
,Drainagesystem Ziegelhof in Verlängerung des SE-Astes,,,,,> 300,,2,"Fruchtfolgefläche mit intensiver Nutzung, Wasserführung vermutlich gering (kleines Einzugsgebiet); Vernetzungswirkung bescheiden",2.95,Plan-link,Allschwil_Eindolungen_Bericht,,,Allschwil,Arlesheim
2.161,Chuegrabenbach,290,290,0,,,,0,, -,,,,,Allschwil,Arlesheim
2.201,Lützelbach,3120,2700,420,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept im Siedlungsgebiet; im Oberlauf (Gebiet Unter Frischmannshag) Projekt für neue Weiher zur Verminderung der Amphibienwanderung über Schönenbuch- und Neuwillerstrasse (15.11.2013), -,Plan-link,,,,Allschwil,Arlesheim
,Drainagesystem nordwestlich Oberlauf,,,,,> 700,,4,"Fruchtfolgefläche mit intensiver Nutzung, Ausdolung entlang Weg denkbar, Wasserführung vermutlich ausreichend",2.201,Plan-link,Allschwil_Eindolungen_Bericht,,,Allschwil,Arlesheim
,Drainagesystem Neumatten in Verlängerung des Südasts,,,,,> 300,,2,"Fruchtfolgefläche mit intensiver Nutzung, Wasserführung vermutlich gering (kleines Einzugsgebiet); Vernetzungswirkung bescheiden; im Wald bereits als offene Bachrinne mit wenig Abfluss angelegt ",2.201,Plan-link,Allschwil_Eindolungen_Bericht,,,Allschwil,Arlesheim
6.02,Birs,1040,1040,0,,,,0,, -,,,,,Arlesheim,Arlesheim
6.39,Schwinbächli,1150,990,160,,,,0,, -,,,,,Arlesheim,Arlesheim
6.127,Schappekanal (privat),420,420,0,,,,0,, -,,,,,Arlesheim,Arlesheim
6.147,Dorfbach,3470,2110,1360,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Arlesheim,Arlesheim
6.201,Zieglerbächli,330,330,0,,,,0,, -,,,,,Arlesheim,Arlesheim
6.202,Chilchholzbächli,500,500,0,,,,0,, -,,,,,Arlesheim,Arlesheim
,Drainage in Verlängerung des Chilchholzbächli,,,,,300,,3,"Weideland, vermutlich nur geringe Wasserführung, da kleines Einzugsgebiet",6.202,Plan-link,Arlesheim_Eindolungen_Bericht,,,Arlesheim,Arlesheim
6.203,Mönchsbächli,400,400,0,,,,0,, -,,,,,Arlesheim,Arlesheim
,,,,,,,,0,, -,,,,,Arlesheim,Arlesheim
6.204,Welschelselisbächli,820,700,120,,,,0,, -,,,,,Arlesheim,Arlesheim
S1,Waldtal in Verlängerung des Welschelselisbächli,,> 400,,,,,0,"typische Trockenrinne über kalkigem Untergrund --> Wasser versickert grösstenteils, sodass kein eigentlicher Bachlauf besteht",6.203,,Arlesheim_Eindolungen_Bericht,,,Arlesheim,Arlesheim
9.03,Birsig,2280,2280,0,,,,0,Aufwertung/Hochwasserschutz gemäss Richtplan/Wasserbaukonzept, -,,,,,Biel-Benken,Arlesheim
,Drainagesystem 8 (und 9) nördlich 9.03 (nahe Grenze),,,,,< 300,,2,"Drainagesystem teilweise in stark geneigtem Rebhang, teilweise in schwach geneigtem Ackerland ( intensiv genutzte FFF); vermutlich nur temporär Wasserführung;",9.03,Plan-link,Biel-Benken_Eindolungen_Bericht,,,Biel-Benken,Arlesheim
9.45,Neuwilbächli,940,940,0,,,,0,, -,,,,,Biel-Benken,Arlesheim
9.124,Müliteich (privat),500,460,40,,,,0,, -,,,,,Biel-Benken,Arlesheim
,Drainagesystem 4  südlich 9.124,,,,,< 300,,2,"Drainagesystem in schwach geneigtem Ackerland ohne grösseres Einzugsgebiet, daher vermutlich nur temporär Wasserführung; intensiv genutzte FFF",9.124,Plan-link,Biel-Benken_Eindolungen_Bericht,,,Biel-Benken,Arlesheim
,Drainagesystem 5 südlich 9.124 (nahe Grenze),,,,,< 300,,2,"Drainagesystem in schwach geneigtem Ackerland ohne grösseres Einzugsgebiet, daher vermutlich nur temporär Wasserführung; intensiv genutzte FFF",9.124,Plan-link,Biel-Benken_Eindolungen_Bericht,,,Biel-Benken,Arlesheim
9.160,Sonnenfichtenbächli,240,230,10,,,,0,, -,,,,,Biel-Benken,Arlesheim
,Drainage südlich 9.160,,,,,< 300,,2,Drainage im Parzis nicht verzeichnet; intensiv genutzte FFF,9.160,Plan-link,Biel-Benken_Eindolungen_Bericht,,,Biel-Benken,Arlesheim
9.201,Chillgrabenbächli,1150,870,280,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Biel-Benken,Arlesheim
9.202,Hasenbaumbächli,100,100,0,,,,0,, -,,,,,Biel-Benken,Arlesheim
10.03,Birsig,1970,1700,270,,,,0,Renaturierung gemäss Richtplan vorgesehen; baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Binningen,Arlesheim
10.23,Dorenbach,3000,2700,300,,,,0,, -,,,,,Binningen,Arlesheim
,südlicher Seitenast Tiefengraben,,,,?,500,,?,"Der grösste Teil des Tiefengrabens ist als Fussweg/Waldstreifen ausgebildet und liesse eine offene Wasserführung ohne weiteres zu, vermutlich ist aber aufgrund des geringen Einzugsgebietes und der Liegenschaftsentwässerung die Speisung gering, sodass keine wesentliche Aufwertung gegenüber dem heutigen Zustand resultieren würde. Im obersten Abschnitt besteht noch Grabenstruktur, allerdings ohne Wasserführung (trotz niederschlagsreicher Periode)",10.23,Plan-link,Binningen_Eindolungen_Bericht,,,Binningen,Arlesheim
10.46,Weierbächli,1280,1270,10,,,,0,Revitalisierung Sohle gemäss Wasserbaukonzept, -,,,,,Binningen,Arlesheim
10.123,Rümelinbach (privat),640,390,250,,,,0,, -,,,,,Binningen,Arlesheim
10.201,Kirschtalbächli,370,310,60,,,,0,, -,,,,,Binningen,Arlesheim
11.01,Rhein,2750,2750,0,,,,0,, -,,,,,Birsfelden,Arlesheim
11.02,Birs,1880,1880,0,,,,0,, -,,,,,Birsfelden,Arlesheim
13.03,Birsig,1180,1180,0,,,,0,Renaturierung gemäss Richtplan vorgesehen; gemäss Wasserbaukonzept: Revitalisierung Gemeindegrenze Oberwil - Schloss Bottmingen und Revitalisierung der Sohle von Schlossgasse bis Gemeindegrenze Binningen, -,,,,,Bottmingen,Arlesheim
13.201,Chänelbächli,1780,1260,520,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Bottmingen,Arlesheim
,"Verlängerung, eingedolter Abschnitt",,,,,> 200,,2,"Fruchtfolgefläche mit intensiver Nutzung, Wasserführung vermutlich nur nach nassen Perioden",13.201,Plan-link,Bottmingen_Eindolungen_Bericht,,,Bottmingen,Arlesheim
13.202,Chäppelibächli,750,330,420,,,,0,, -,,,,,Bottmingen,Arlesheim
13.203,Fuchshagbächli,180,130,50,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Bottmingen,Arlesheim
13.204,Eugstlerbächli,320,120,200,,,,0,, -,,,,,Bottmingen,Arlesheim
,,,,,,,,0,, -,,,,,Bottmingen,Arlesheim
47.204,Neusatzbächli (Oberwil),,,,,,,0,, -,,,,,Bottmingen,Arlesheim
S,"Verlängerung, eingedolter Abschnitt",,,,,> 200,,2,"Fruchtfolgefläche mit intensiver Nutzung, Wasserführung vermutlich nur nach nassen Perioden",47.204,Plan-link,Bottmingen_Eindolungen_Bericht,,,Bottmingen,Arlesheim
21.61,Marchbach,740,610,130,,,,0,Eingedolter Teil wird von der Gemeinde revitalisiert; Renaturierung gemäss Richtplan vorgesehen, -,,,,,Ettingen,Arlesheim
21.62,Eschenbach,1730,160,1570,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept; (gemäss Zonenplan Landschaft soll ein Teil oberhalb des bereits offenen Bachlaufs einmal ausgedolt werden), -,,,,,Ettingen,Arlesheim
,Abschnitt des Eschenbachs südlich der Kantonsstrasse Ettingen - Aesch,,,,,>300,,4,Ausdolung könnte teilweise entlang Weg geführt werden ,21.62,Plan-link,Ettingen_Eindolungen_Bericht,,,Ettingen,Arlesheim
,Abschnitt des Eschenbachs nürdlich der Kantonsstrasse Ettingen - Therwil,,,,,,,0,siehe Therwil, -,,,,,Ettingen,Arlesheim
21.201,Büttenenlochbach,1220,1050,170,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Ettingen,Arlesheim
21.202,Dorfbach,1290,690,600,,,,0,, -,,,,,Ettingen,Arlesheim
21.203,Heidenfelsbach,800,520,280,,,,0,, -,,,,,Ettingen,Arlesheim
21.204,Matztalbächli,490,240,250,,,,0,, -,,,,,Ettingen,Arlesheim
21.205,Steinwegbächli,840,540,300,,,,0,, -,,,,,Ettingen,Arlesheim
,"Drainagesystem im Gebiet Mattengoben (Entwässerung Richtung Erlenbach, Reinach)",,,,,,,2,"Drainagesystem mit beschränktem Einzugsgebiet, daher vermutlich nur temporäre Wasserführung, FFF",DS,Plan-link,Ettingen_Eindolungen_Bericht,,,Ettingen,Arlesheim
42.02,Birs,4280,4280,0,,,,0,Revitalisierung Aue im Bereich Mühlematt (km 4.0 - 4.6) gemäss Wasserbaukonzept, -,,,,,Muenchenstein,Arlesheim
42.99,Teufelsgrabenbach,2030,1750,280,,280,1286,0,"Bisheriger Kommentar: Im Wasserbaukonzept vorgesehen, Gespräch mit Boris Banga am 11.8.11. Ausdolung geht quer durch Acker und Drainage führt selten Wasser. Ausdolung unwahrscheinlich. Letztes Wort bei seinem Sohn Christian. ", -,,,Christoph-Merian-Stiftung,"Christian und Silvia Banga-Stein, Untergruth, 4142 Münchenstein",Muenchenstein,Arlesheim
,Drainage in Verlängerung von 42.99 Teufelgrabenbach ,,,,,> 50   < 300,,2,intensiv bewirtschaftete FFF; im untersten Abschnitt bis zum Querweg sollte aber Ausdolung möglich sein (Verlängerung des offenen Teufelsgrabenbachs),42.99,Plan-link,Muenchenstein_Eindolungen_Bericht,,,Muenchenstein,Arlesheim
42.100,Predigerhofbächli,300,300,0,,,,0,, -,,,,,Muenchenstein,Arlesheim
42.128,St. Albanteich (privat),1870,1810,60,,,,0,, -,,,,,Muenchenstein,Arlesheim
42.164,Walenbach,380,300,80,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept (kurzes Stück im Einlaufbereich), -,,,,,Muenchenstein,Arlesheim
42.201,Grutbach,1660,0,1660,,360,2176,4,Baulicher Hochwasserschutz gemäss Wasserbaukonzept (Teil-Ausdolung);                                                                  (bisheriger Kommentar: 11.8.11 Gespräch mit Herrn Strassmann. Ausdolung zur Zeit nicht aktuell. Geht quer durch Bewirtschaftungsparzellen. Evt. zu einem späteren Zeitpunkt.,42.201,Plan-link,Muenchenstein_Eindolungen_Bericht,"Walter Brunner, Peter Brunner","Hans Strassmann-Brüderlin,                Gruthweg 106,       4142 Münchenstein",Muenchenstein,Arlesheim
,,,,,,,2178,0,, -,,,Roman Huggel (Erbengem.),,Muenchenstein,Arlesheim
,,,,,,,2179,0,, -,,,Beatrice Flaig,,Muenchenstein,Arlesheim
,,,,,,,2180,0,, -,,,Beatrice Flaig,,Muenchenstein,Arlesheim
,,,,,,,1300,0,, -,,,Beatrice Flaig,,Muenchenstein,Arlesheim
S,Drainage westlich von 42.201 Gruthbach ,,,,,> 300,,3,"ev. offene Führung entlang Weg (bei genügender Wasserführung aus dem oberen Abschnitt - Quelle auf Parz. 2220); damit könnte Zerschneidung der Landwirtschaftsparzellen vermieden, aber gute Vernetzung hergestellt werden.",42.201,Plan-link,Muenchenstein_Eindolungen_Bericht,,,Muenchenstein,Arlesheim
42.202,Schlucht,320,300,20,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept (Dole unter Schluchtstrasse), -,,,,,Muenchenstein,Arlesheim
S,früherer Bachlauf im heutigen Siedlungsgebiet,,,,,,,0,"Offenlegung wäre nur mit Strassenrückbau möglich, Wasserführung extrem schwankend, meist aber sehr gering.", -,,,,,Muenchenstein,Arlesheim
42.203,Mühleteich (privat),680,680,0,,,,0,, -,,,,,Muenchenstein,Arlesheim
42.204,Teichbächli (privat),470,470,0,,,,0,, -,,,,,Muenchenstein,Arlesheim
43.01,Rhein,3170,3170,0,,,,0,, -,,,,,Muttenz,Arlesheim
43.02,Birs,2180,2180,0,,,,0,, -,,,,,Muttenz,Arlesheim
43.99,Teufelsgrabenbach,1320,1270,50,,,,0,, -,,,,,Muttenz,Arlesheim
43.101,Riedmattbächli,1610,1330,280,,400,1025,0,Ausdolung Oberlauf erstrebenswert, -,V,,Gemeinde Muttenz,,Muttenz,Arlesheim
43.163,Flöschbächli,1410,1370,40,,,,0,, -,,,,,Muttenz,Arlesheim
43.201,Dorfbach,3320,740,2580,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept (hohe Priorität), -,,,,,Muttenz,Arlesheim
43.202,Engentalbächli,910,0,910,,,,0,, -,,,,,Muttenz,Arlesheim
43.203,Eselhallenbächli,1300,200,1100,,210,2815,0,Ausdolung gemäss Wasserbaukonzept, -,V,,Martha Bärtschi,,Muttenz,Arlesheim
,,,,,,,2806,0,, -,Plan-link,,Gemeinde Muttenz,,Muttenz,Arlesheim
,,,,,,,2805,0,, -,,,Gemeinde Muttenz,,Muttenz,Arlesheim
,,,,,,190,2808,0,, -,V,,Hans Brüderlin,,Muttenz,Arlesheim
,,,,,,,2807,0,, -,,,Elisabeth Mathys,,Muttenz,Arlesheim
43.204,Lachenbächli,1320,1220,100,,,,0,, -,,,,,Muttenz,Arlesheim
43.205,Lahallenbächli,620,540,80,,,,0,, -,,,,,Muttenz,Arlesheim
43.206,Rothallenbächli,1220,1180,40,,,,0,, -,,,,,Muttenz,Arlesheim
43.207,Geispelbächli,580,370,210,,,,0,, -,,,,,Muttenz,Arlesheim
43.208,Dürrainbächli,420,290,130,,,,0,, -,,,,,Muttenz,Arlesheim
43.209,Wassergräben der Hardwasser AG,3620,3470,150,,,,0,, -,,,,,Muttenz,Arlesheim
47.03,Birsig,3600,3600,0,,,,0,Renaturierung gemäss Richtplan vorgesehen; Revitalisierung gemäss Wasserbaukonzept, -,,,,,Oberwil,Arlesheim
  S1,westlicher Seitenast zum Birsig,,,,,,,0,bereits weitgehend ausgedolt und als Naturschutzgebiet ausgestaltet,47.03,Plan-link,Oberwil_Eindolungen_Bericht,,,Oberwil,Arlesheim
47.23,Dorenbach,450,440,10,,,,0,, -,,,,,Oberwil,Arlesheim
47.46,Weierbächli,370,270,100,,,,0,gemäss Wasserbaukonzept: Ausdolung entlang Weiherhof; Revitalisierung Sohle unterhalb Weiherhof , -,,,,,Oberwil,Arlesheim
,Verlängerung Weierbächli bis Gymnasium,,,,,350,1581; 3357,4,"Fruchtfolgefläche mit intensiver Nutzung, auf Parzelle 3357 wurde bereits Trittsteinbiotop (Flachweier) angelegt; Vernetzungswirkung zum Weiher Gymnasium und zum Amphibienlaichgebiet in der ehemaligen Tongrube wäre sehr gut",47.5,Plan-link,Oberwil_Eindolungen_Bericht,,,Oberwil,Arlesheim
,Ausdolung Drainage zwischen Gymnasium und ehem. Tongrube,,,,,> 300,,4,Hauptstrang der Drainage entlang der ehemaligen Tongrube könnte bei genügendem Gefälle entlang Weg/Strasse offengelegt werden und würde gute Vernetzung zwischen Tongrube und Gymnasium/Weierbächli herstellen; Wasserführung vermutlich bescheiden,47.5,Plan-link,Oberwil_Eindolungen_Bericht,,,Oberwil,Arlesheim
,Ausdolung Drainage vom Gymnasium Richtung Südwesten,,,,,> 600,,4,Fruchtfolgefläche mit intensiver Nutzung; bei genügendem Gefälle könnte aber offene Führung der Entwässerung entlang dem Weg (mit Speisung durch Seitenäste der Drainage auf der Westseite) ohne übermässige Beeinträchtigung der Nutzung erfolgern; gute Vernetzung in weitgehend ausgeräumter Landschaft; ,47.5,Plan-link,Oberwil_Eindolungen_Bericht,,,Oberwil,Arlesheim
47.61,Marchbach,900,900,0,,,,0,, -,,,,,Oberwil,Arlesheim
47.107,Unterer Mühlebach,50,50,0,,,,0,, -,,,,,Oberwil,Arlesheim
47.114,Fleischbach,20,20,0,,,,0,, -,,,,,Oberwil,Arlesheim
